Round	Date	Number	Sample	Replicate	Background	Population	Population2	Condition	Condition2	Clone	Evo_Round_1	Evo_Round_2	Timepoint	Drug	DiscArea	ZoneArea	Disc Radius	Zone Radius	Difference
2	4/4/23	408	WTAra+	12	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	36.11	827.384	3.390305295	16.22850922	12.83820392
2	4/6/23	445	WTAra+	13	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	ERY	36.778	185.427	3.421520275	7.682658932	4.261138657
2	4/6/23	446	WTAra+	13	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	NAL	37.642	603.367	3.46147667	13.85848781	10.39701114
2	4/6/23	447	WTAra+	13	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	PEN	36.498	66.17	3.408470951	4.589397077	1.180926125
2	4/6/23	448	WTAra+	13	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	STR	38.573	269.785	3.504021581	9.266889128	5.762867547
2	4/6/23	449	WTAra+	13	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TET	40.672	878.57	3.598096676	16.7229639	13.12486722
2	4/6/23	450	WTAra+	13	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	32.928	159.623	3.237484816	7.128083882	3.890599066
2	4/11/23	487	WTAra+	14	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	ERY	34.108	195	3.294983095	7.878478842	4.583495747
2	4/11/23	488	WTAra+	14	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	NAL	37.306	561.956	3.445993124	13.374459	9.928465872
2	4/11/23	489	WTAra+	14	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	PEN	37.667	59.714	3.462625952	4.35976569	0.897139738
2	4/11/23	490	WTAra+	14	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	STR	37.306	320.849	3.445993124	10.10590968	6.659916553
2	4/11/23	491	WTAra+	14	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TET	36.911	655.655	3.427701301	14.4465038	11.0188025
2	4/11/23	492	WTAra+	14	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	35.569	791.56	3.364812676	15.87329133	12.50847866
2	6/15/23	529	WTAra+	15	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	ERY	36.016	306.96	3.38588967	9.884756159	6.498866489
2	6/15/23	530	WTAra+	15	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	NAL	36.934	372.168	3.42876907	10.88415159	7.455382516
2	6/15/23	531	WTAra+	15	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	PEN	38.458	159.28	3.498794307	7.120421303	3.621626996
2	6/15/23	532	WTAra+	15	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	STR	39.639	584.748	3.552110018	13.6429862	10.09087618
2	6/15/23	533	WTAra+	15	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TET	36.281	518.799	3.39832326	12.85063631	9.452313045
2	6/15/23	534	WTAra+	15	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	35.659	428.015	3.369066967	11.67224949	8.303182527
2	6/16/23	571	WTAra+	16	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	ERY	39.714	170.736	3.555468861	7.372038908	3.816570047
2	6/16/23	572	WTAra+	16	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	NAL	38.574	466.532	3.504067001	12.18612942	8.682062423
2	6/16/23	573	WTAra+	16	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	PEN	37.181	55.569	3.440215092	4.205729707	0.765514615
2	6/16/23	574	WTAra+	16	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	STR	38.593	276.667	3.504929876	9.384340296	5.879410419
2	6/16/23	575	WTAra+	16	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TET	38.307	572.361	3.491918786	13.49770973	10.00579094
2	6/16/23	576	WTAra+	16	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	38.593	755.586	3.504929876	15.50840088	12.003471
2	6/16/23	613	WTAra+	17	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	ERY	35.937	77.757	3.382174209	4.975019823	1.592845614
2	6/16/23	614	WTAra+	17	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	NAL	35.1	386.458	3.34255546	11.09114079	7.748585333
2	6/16/23	615	WTAra+	17	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	PEN	36.762	48.961	3.420775941	3.947755135	0.526979194
2	6/16/23	616	WTAra+	17	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	STR	36.469	231.152	3.407116558	8.577760084	5.170643527
2	6/16/23	617	WTAra+	17	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TET	36.242	484.565	3.396496267	12.41941354	9.022917271
2	6/16/23	618	WTAra+	17	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	34.472	627.079	3.312518437	14.12817924	10.8156608
2	6/20/23	655	WTAra+	18	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	ERY	32.117	97.589	3.197367451	5.573467862	2.376100412
2	6/20/23	656	WTAra+	18	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	NAL	33.988	404.774	3.289181724	11.35092807	8.061746347
2	6/20/23	657	WTAra+	18	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	PEN	35.073	45.375	3.341269615	3.800435677	0.459166062
2	6/20/23	658	WTAra+	18	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	STR	36.501	238.086	3.40861103	8.705465459	5.296854429
2	6/20/23	659	WTAra+	18	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TET	34.774	449.014	3.326996841	11.95514942	8.628152579
2	6/20/23	660	WTAra+	18	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	Ancestor	0	TMS	32.881	640.771	3.235173468	14.28158771	11.04641424
1	1/11/20	7	AcrB	1	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	46.233	416.713	3.836198765	11.51711195	7.680913182
1	1/11/20	8	AcrB	1	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	48.041	827.163	3.910489131	16.22634156	12.31585243
1	1/11/20	9	AcrB	1	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	44.553	106.4	3.765854532	5.819636749	2.053782217
1	1/11/20	10	AcrB	1	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	44.553	363.589	3.765854532	10.75797254	6.992118009
1	1/11/20	11	AcrB	1	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	43.102	814.929	3.704023854	16.10589821	12.40187436
1	1/11/20	12	AcrB	1	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	43.033	1153.732	3.701057867	19.16361922	15.46256135
1	3/4/21	13	AcrB	2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	43.156	545.301	3.706343407	13.17477511	9.468431705
1	3/4/21	14	AcrB	2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	43.156	712.401	3.706343407	15.05869454	11.35235113
1	3/4/21	15	AcrB	2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	44.609	91.986	3.768220497	5.411104618	1.642884121
1	3/4/21	16	AcrB	2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	44.609	317.896	3.768220497	10.05929618	6.29107568
1	3/4/21	17	AcrB	2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	44.609	718.076	3.768220497	15.11855449	11.35033399
1	3/4/21	18	AcrB	2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	43.225	978.187	3.709305168	17.64558281	13.93627764
1	3/4/21	55	AcrB/OmpF	1	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	ERY	44.029	489.579	3.74364341	12.48350254	8.739859134
1	3/4/21	56	AcrB/OmpF	1	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	NAL	43.686	979.581	3.729032809	17.65815156	13.92911875
1	3/4/21	57	AcrB/OmpF	1	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	PEN	45.514	184.884	3.806252246	7.671401762	3.865149516
1	3/4/21	58	AcrB/OmpF	1	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	STR	45.475	363.744	3.804621147	10.76026539	6.955644242
1	3/4/21	59	AcrB/OmpF	1	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	TET	45.475	864.465	3.804621147	16.58818121	12.78356006
1	3/4/21	60	AcrB/OmpF	1	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	TMS	42.76	1108.272	3.689299491	18.78227713	15.09297764
1	3/30/21	109	AcrB	3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	41.676	469.002	3.642235964	12.21834577	8.576109801
1	3/30/21	110	AcrB	3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	43.046	735.872	3.701616858	15.30474869	11.60313184
1	3/30/21	111	AcrB	3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	46.062	65.484	3.829097802	4.565545377	0.736447575
1	3/30/21	112	AcrB	3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	44.57	374.593	3.766572929	10.9195538	7.152980871
1	3/30/21	113	AcrB	3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	40.289	718.157	3.58111533	15.11940716	11.53829183
1	3/30/21	114	AcrB	3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	43.046	1069.276	3.701616858	18.44887861	14.74726175
1	3/30/21	127	AcrB/OmpF	2	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	ERY	40.684	471.792	3.598627434	12.25463414	8.656006703
1	3/30/21	128	AcrB/OmpF	2	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	NAL	41.978	777.249	3.655408651	15.72914622	12.07373757
1	3/30/21	129	AcrB/OmpF	2	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	PEN	40.58	151.792	3.594024928	6.95103548	3.357010552
1	3/30/21	130	AcrB/OmpF	2	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	STR	46.364	361.576	3.841629806	10.72815061	6.8865208
1	3/30/21	131	AcrB/OmpF	2	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	TET	43.509	777.175	3.72147079	15.72839743	12.00692664
1	3/30/21	132	AcrB/OmpF	2	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	TMS	41.978	1086.454	3.655408651	18.59647948	14.94107083
1	4/13/21	205	AcrB/OmpF	3	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	ERY	41.398	526.554	3.63006786	12.94632549	9.316257634
1	4/13/21	206	AcrB/OmpF	3	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	NAL	42.802	868.278	3.69111091	16.6247247	12.93361379
1	4/13/21	207	AcrB/OmpF	3	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	PEN	41.413	140.51	3.630725453	6.687729219	3.057003766
1	4/13/21	208	AcrB/OmpF	3	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	STR	42.876	384.433	3.694300296	11.06204432	7.367744021
1	4/13/21	209	AcrB/OmpF	3	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	TET	42.891	816.686	3.694946458	16.12325115	12.42830469
1	4/13/21	210	AcrB/OmpF	3	AcrB/OmpF	Mutant	Mutant	Mutant	AcrB/OmpF	Mutant	Mutant	Mutant	Mutant	TMS	43.533	1149.524	3.722497048	19.12863962	15.40614257
1	4/13/21	229	AcrB	4	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	45.987	478.275	3.825979187	12.33854371	8.512564521
1	4/13/21	230	AcrB	4	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	43.218	761.281	3.709004807	15.56673596	11.85773115
1	4/13/21	231	AcrB	4	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	41.834	69.392	3.649133565	4.699804211	1.050670646
1	4/13/21	232	AcrB	4	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	43.608	414.15	3.725702285	11.48163923	7.755936943
1	4/13/21	233	AcrB	4	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	40.752	772.803	3.601633585	15.68409497	12.08246138
1	4/13/21	234	AcrB	4	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	38.651	1057.028	3.507562603	18.34291314	14.83535054
0	2019	1645	AcrB	E	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	31.2883515	416.6463895	3.155850377	11.51619142	8.360341042
0	2019	1646	AcrB	E	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	31.2883515	690.2152825	3.155850377	14.82235973	11.66650935
0	2019	1647	AcrB	E	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	31.2883515	76.244451	3.155850377	4.926394475	1.770544097
0	2019	1648	AcrB	E	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	31.2883515	352.793711	3.155850377	10.59706214	7.441211762
0	2019	1649	AcrB	E	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	31.2883515	668.616621	3.155850377	14.58860105	11.43275067
0	2019	1650	AcrB	E	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	31.2883515	950.2105375	3.155850377	17.39141765	14.23556728
0	2019	1651	AcrB	E2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	31.2883515	385.1176325	3.155850377	11.07189007	7.916039695
0	2019	1652	AcrB	E2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	31.2883515	664.404049	3.155850377	14.5425712	11.38672083
0	2019	1653	AcrB	E2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	31.2883515	59.234484	3.155850377	4.34222545	1.186375073
0	2019	1654	AcrB	E2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	31.2883515	302.5515905	3.155850377	9.813519365	6.657668988
0	2019	1655	AcrB	E2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	31.2883515	682.9457345	3.155850377	14.74409641	11.58824603
0	2019	1656	AcrB	E2	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	31.2883515	977.688709	3.155850377	17.64108788	14.48523751
0	2019	1657	AcrB	E3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	ERY	31.2883515	388.845168	3.155850377	11.12534319	7.969492816
0	2019	1658	AcrB	E3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	NAL	31.2883515	631.6758535	3.155850377	14.17986844	11.02401806
0	2019	1659	AcrB	E3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	PEN	31.2883515	65.4596575	3.155850377	4.564696718	1.408846341
0	2019	1660	AcrB	E3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	STR	31.2883515	342.185672	3.155850377	10.43652635	7.280675975
0	2019	1661	AcrB	E3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TET	31.2883515	644.207886	3.155850377	14.31983725	11.16398687
0	2019	1662	AcrB	E3	AcrB	Mutant	Mutant	Mutant	AcrB	Mutant	Mutant	Mutant	Mutant	TMS	31.2883515	927.015086	3.155850377	17.17783649	14.02198611
2	9/26/24	1699	ompF	1	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	39.231	132.6	3.533782019	6.496760087	2.962978068
2	9/26/24	1700	ompF	1	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	38.06	391.178	3.480642825	11.15866599	7.67802317
2	9/26/24	1701	ompF	1	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	38.341	85.583	3.493468127	5.219378838	1.725910711
2	9/26/24	1702	ompF	1	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	38.681	223.873	3.508923612	8.441622496	4.932698884
2	9/26/24	1703	ompF	1	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	39.84	495.482	3.561104615	12.55853581	8.997431196
2	9/26/24	1704	ompF	1	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	38.678	658.347	3.508787538	14.47613077	10.96734324
2	9/26/24	1705	ompF	2	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	39.469	127.552	3.544484887	6.371896366	2.827411479
2	9/26/24	1706	ompF	2	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	38.482	387.316	3.499885891	11.10344604	7.60356015
2	9/26/24	1707	ompF	2	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	37.772	100.943	3.467448807	5.668435004	2.200986197
2	9/26/24	1708	ompF	2	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	38.096	220.052	3.482288562	8.369272864	4.886984302
2	9/26/24	1709	ompF	2	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	38.096	492.668	3.482288562	12.52282307	9.040534509
2	9/26/24	1710	ompF	2	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	39.13	613.548	3.529230236	13.9749203	10.44569006
2	9/26/24	1711	ompF	3	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	37.276	123.646	3.44460731	6.273575126	2.828967816
2	9/26/24	1712	ompF	3	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	36.621	392.94	3.414209505	11.18376899	7.769559485
2	9/26/24	1713	ompF	3	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	39.159	84.467	3.530537784	5.185236891	1.654699107
2	9/26/24	1714	ompF	3	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	37.222	212.348	3.442111385	8.221463912	4.779352528
2	9/26/24	1715	ompF	3	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	36.932	470.84	3.428676263	12.24226406	8.813587799
2	9/26/24	1716	ompF	3	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	35.953	590.436	3.382927066	13.70918011	10.32625304
2	9/26/24	1717	ompF	4	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	36.534	127.052	3.410151548	6.359395282	2.949243734
2	9/26/24	1718	ompF	4	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	36.265	399.984	3.397573873	11.28356609	7.885992217
2	9/26/24	1719	ompF	4	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	36.816	91.164	3.423287451	5.386873208	1.963585757
2	9/26/24	1720	ompF	4	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	38.025	217.563	3.479042056	8.321805991	4.842763935
2	9/26/24	1721	ompF	4	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	39.712	484.529	3.555379363	12.41895219	8.863572826
2	9/26/24	1722	ompF	4	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	37.151	679.951	3.438826949	14.7117344	11.27290745
2	9/26/24	1723	ompF	5	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	37.117	122.262	3.437253009	6.238365489	2.80111248
2	9/26/24	1724	ompF	5	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	38.832	395.662	3.515765878	11.22243861	7.706672731
2	9/26/24	1725	ompF	5	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	38.127	76.562	3.483705102	4.936642778	1.452937676
2	9/26/24	1726	ompF	5	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	37.494	220.823	3.454665118	8.383921827	4.929256709
2	9/26/24	1727	ompF	5	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	39.643	489.288	3.552289267	12.47979208	8.927502809
2	9/26/24	1728	ompF	5	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	38.176	583.858	3.485942975	13.63259978	10.1466568
2	9/26/24	1729	ompF	6	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	37.738	97.926	3.465887865	5.58308288	2.117195016
2	9/26/24	1730	ompF	6	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	39.134	439.176	3.529410616	11.82345402	8.294043404
2	9/26/24	1731	ompF	6	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	39.45	81.471	3.543631643	5.092447857	1.548816214
2	9/26/24	1732	ompF	6	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	40.082	231.665	3.571903845	8.587273202	5.015369357
2	9/26/24	1733	ompF	6	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	39.778	462.227	3.558332597	12.12977437	8.571441773
2	9/26/24	1734	ompF	6	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	37.738	661.247	3.465887865	14.50797921	11.04209135
2	9/26/24	1735	ompF	7	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	36.822	121.905	3.42356639	6.229250945	2.805684555
2	9/26/24	1736	ompF	7	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	36.782	471.489	3.421706363	12.25069845	8.828992086
2	9/26/24	1737	ompF	7	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	38.89	107.515	3.518390496	5.850050256	2.33165976
2	9/26/24	1738	ompF	7	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	37.427	238.799	3.451577076	8.718490913	5.266913837
2	9/26/24	1739	ompF	7	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	40.597	474.67	3.594777694	12.29195494	8.697177246
2	9/26/24	1740	ompF	7	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	40.235	638.107	3.578714642	14.251869	10.67315436
2	9/26/24	1741	ompF	8	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	37.641	106.091	3.46143072	5.811180148	2.349749428
2	9/26/24	1742	ompF	8	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	NAL	36.887	467.693	3.426586782	12.20128305	8.774696271
2	9/26/24	1743	ompF	8	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	PEN	39.053	99.504	3.525756117	5.627886589	2.102130472
2	9/26/24	1744	ompF	8	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	STR	39.027	243.732	3.524582265	8.808081886	5.283499621
2	9/26/24	1745	ompF	8	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TET	39.851	466.49	3.5615962	12.18558088	8.623984678
2	9/26/24	1746	ompF	8	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	TMS	37.65	592.958	3.461844511	13.73842774	10.27658323
2	9/26/24	1747	ompF	9	ompF	Mutant	Mutant	Mutant	ompF	Mutant	Mutant	Mutant	Mutant	ERY	38.214	125.345	3.487677479	6.316530168	2.828852689
